emplid,div,deptid,sub_job_family,date,attendance,project_code,total_hour,pmcs_bu_start_dt,project_start_stage,C0_day,C1_day,C2_day,C3_day,C4_day,C5_day,C6_day,stage,termination_n,month_pf,execute_day,utilization_rate_by_dep_func,utilization_rate_by_dep,execute_hour,execute_month,utilization_rate_by_div_func
10410098,230000,230320,RH,2019/6/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,23,2995199.788,0.098190789,0.098190789,421.5345709,100498.3929,0.117600532
10410098,230000,230320,RH,2019/7/1,200,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,24,2995919.788,0.1240625,0.1240625,421.5345709,100498.3929,0.0795
10410098,230000,230320,RH,2019/8/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,25,2996663.788,0.152796053,0.152796053,421.5345709,100498.3929,0.117941845
10410098,230000,230320,RH,2019/9/1,184,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,26,2997407.788,0.132880435,0.132880435,421.5345709,100498.3929,0.143742849
10410098,230000,230320,RH,2019/10/1,144,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,27,2998127.788,0.160329861,0.160329861,421.5345709,100498.3929,0.12752193
10410098,230000,230320,RH,2020/4/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,33,3002519.788,0,0,421.5345709,100498.3929,0.095021118
10410098,23D000,23D300,RH,2020/5/1,160,1PD05R550001,211.1,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C3,0,4,3688,1.293046875,1.293046875,55053.70899,513.3333333,0.491641304
10410098,23D000,23D300,RH,2020/6/1,184,1PD05R550001,199.4,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C4,0,5,4432,1.153974185,1.153974185,55053.70899,513.3333333,0.488365539
10410098,23D000,23D300,RH,2020/7/1,160,1PD05R550001,174.3,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C4,0,6,5152,1.199041667,1.199041667,55053.70899,513.3333333,0.525131579
10410098,23D000,23D300,RH,2020/8/1,200,1PD05R550001,209.9,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C4,0,7,5896,1.163733333,1.163733333,55053.70899,513.3333333,0.424070833
10410098,23D000,23D300,RH,2020/9/1,144,1PD05R550001,146.9,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C5,0,8,6640,1.330416667,1.330416667,55053.70899,513.3333333,0.492663323
10410098,23D000,23D300,RH,2020/10/1,152,1PD05R550001,129.8,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C5,0,9,7360,1.266008772,1.266008772,55053.70899,513.3333333,0.521585526
10410098,23D000,23D300,RH,2021/1/1,160,QRQY00001129,25,2020/8/11 08:00,C6,0,0,0,0,0,0,91,,0,6,3009119.788,1.201796875,1.201796875,34469.81947,100498.3929,0.458823864
10410098,23D000,23D300,RF,2021/2/1,120,1PD05R550001,40.5,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C5,0,1,10312,0.803666667,0.8346875,55053.70899,513.3333333,0.491994048
10410098,23D000,23D300,RF,2021/2/1,120,QRQY00001129,76.9,2020/8/11 08:00,C6,0,0,0,0,0,0,91,,0,1,3009863.788,0.803666667,0.8346875,34469.81947,100498.3929,0.491994048
10410098,23D000,23D300,RF,2021/3/1,184,QRQY00001129,188.4,2020/8/11 08:00,C6,0,0,0,0,0,0,91,,0,2,3010535.788,1.154411765,1.143780193,34469.81947,100498.3929,0.691006311
10411059,230000,230120,RH,2017/12/1,160,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,5,2982071.788,0.2946875,0.2946875,421.5345709,100498.3929,0.16195122
10411059,230000,230120,RH,2018/6/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,11,2986439.788,0.341710526,0.341710526,421.5345709,100498.3929,0.192996411
10411059,230000,230120,RH,2018/7/1,192,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,12,2987159.788,0.265856481,0.265856481,421.5345709,100498.3929,0.183506944
10411059,230000,230120,RH,2018/8/1,160,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,13,2987903.788,0.177083333,0.177083333,421.5345709,100498.3929,0.169532658
10411059,230000,230120,RH,2018/9/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,14,2988647.788,0,0,421.5345709,100498.3929,0.143111083
10411059,230000,230120,RH,2018/10/1,192,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,15,2989367.788,0,0,421.5345709,100498.3929,0.160991549
10411059,230000,230120,RH,2019/4/1,176,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,21,2993735.788,0,0,421.5345709,100498.3929,0.113689631
10411059,230000,230120,RH,2019/5/1,160,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,22,2994455.788,0,0,421.5345709,100498.3929,0.110721649
10411059,230000,230120,RH,2019/6/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,23,2995199.788,0,0,421.5345709,100498.3929,0.117600532
10411059,230000,230120,RH,2019/7/1,200,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,24,2995919.788,0,0,421.5345709,100498.3929,0.0795
10411059,230000,230120,RH,2019/8/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,25,2996663.788,0,0,421.5345709,100498.3929,0.117941845
10411059,230000,230120,RH,2020/2/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,31,3001079.788,0,0,421.5345709,100498.3929,0.095167004
10411059,230000,230120,RH,2020/3/1,184,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,32,3001775.788,0,0,421.5345709,100498.3929,0.095592524
10411059,230000,230120,RH,2020/4/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,33,3002519.788,0,0,421.5345709,100498.3929,0.095021118
10411059,23D000,23D300,RH,2020/5/1,160,1PD042550001,163.7,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,27,19912,1.293046875,1.293046875,88515.90573,1054.133333,0.491641304
10411059,23D000,23D300,RH,2020/6/1,184,1PD042550001,117.3,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,28,20656,1.153974185,1.153974185,88515.90573,1054.133333,0.488365539
10412029,23N000,23N200,ME,2021/1/1,160,1PD041100001,11,2018/5/13 08:00,C0,76,110,56,49,63,775,92,C5,0,3,24976,0.387395833,0.387395833,38.8,832.5333333,0.220220588
10412029,23N000,23N200,ME,2021/1/1,160,1PD05A270001,9,2018/12/21 08:00,C0,21,21,122,140,61,1035,91,C5,0,23,18328,0.387395833,0.387395833,179.3,610.9333333,0.220220588
10412029,23N000,23N200,ME,2021/1/1,160,QRQY00001007,5,2020/3/22 08:00,C6,0,0,0,0,0,0,91,,0,3,3009119.788,0.387395833,0.387395833,957.019344,100498.3929,0.220220588
10412029,23N000,23N200,ME,2021/1/1,160,QRQY00013155,18,2020/11/15 08:00,C6,0,0,0,0,0,0,91,,0,3,3009119.788,0.387395833,0.387395833,262.8,100303.9929,0.220220588
10412029,23N000,23N200,ME,2021/1/1,160,RRD00X120001,33,2020/11/24 08:00,C6,0,0,0,0,0,0,91,,0,2,3009119.788,0.387395833,0.387395833,92,100303.9929,0.220220588
10412057,23M000,23M200,ME,2018/1/1,192,1PD036010001,292,2017/11/17 08:00,C0,7,13,407,126,42,886,91,C2,0,2,1264,0.782738095,0.782738095,43719.8,747.7333333,0.370322917
10412057,23M000,23M200,ME,2018/2/1,112,1PD036010001,202,2017/11/17 08:00,C0,7,13,407,126,42,886,91,C2,0,3,2008,0.792219388,0.792219388,43719.8,747.7333333,0.414596273
10412057,23M000,23M200,ME,2018/3/1,160,1PD036010001,257,2017/11/17 08:00,C0,7,13,407,126,42,886,91,C2,0,4,2680,1.042833333,1.042833333,43719.8,747.7333333,0.627070313
10412057,23M000,23M200,ME,2018/4/1,168,1PD036010001,259,2017/11/17 08:00,C0,7,13,407,126,42,886,91,C2,0,5,3424,1.046269841,1.046269841,43719.8,747.7333333,0.785934744
10412057,23M000,23M200,ME,2018/5/1,160,1PD036010001,200,2017/11/17 08:00,C0,7,13,407,126,42,886,91,C2,0,6,4144,1.055833333,1.055833333,43719.8,747.7333333,0.835011161
10412057,23M000,23M200,ME,2018/6/1,152,1PD036010001,214,2017/11/17 08:00,C0,7,13,407,126,42,886,91,C2,0,7,4888,1.092894737,1.092894737,43719.8,747.7333333,0.808023966
10412057,23M000,23M200,ME,2018/7/1,192,1PD036010001,248,2017/11/17 08:00,C0,7,13,407,126,42,886,91,C2,0,8,5608,1.039861111,1.039861111,43719.8,747.7333333,0.857158905
10412057,23M000,23M200,ME,2019/3/1,160,1PD036010001,195,2017/11/17 08:00,C0,7,13,407,126,42,886,91,C3,0,16,11440,1.1878125,1.1878125,43719.8,747.7333333,1.032934322
10412057,23M000,23M200,ME,2019/4/1,176,1PD036010001,180,2017/11/17 08:00,C0,7,13,407,126,42,886,91,C3,0,17,12184,1.029616477,1.029616477,43719.8,747.7333333,0.865861742
10412057,23M000,23M200,ME,2019/5/1,160,1PD036010001,206,2017/11/17 08:00,C0,7,13,407,126,42,886,91,C3,0,18,12904,1.02828125,1.02828125,43719.8,747.7333333,0.878836538
10412057,23M000,23M200,ME,2019/6/1,152,1PD036010001,156,2017/11/17 08:00,C0,7,13,407,126,42,886,91,C4,0,19,13648,1.015378289,1.015378289,43719.8,747.7333333,0.817494019
10412057,23M000,23M200,ME,2019/7/1,200,1PD036010001,168,2017/11/17 08:00,C0,7,13,407,126,42,886,91,C5,0,20,14368,1.12425,1.12425,43719.8,747.7333333,0.730266667
10412057,23M000,23M200,ME,2019/8/1,152,1PD036010001,140.5,2017/11/17 08:00,C0,7,13,407,126,42,886,91,C5,0,21,15112,1.074342105,1.074342105,43719.8,747.7333333,0.831549043
10412057,23M000,23M200,ME,2019/9/1,184,1PD036010001,144,2017/11/17 08:00,C0,7,13,407,126,42,886,91,C5,0,22,15856,1.062975543,1.062975543,43719.8,747.7333333,0.752566425
10412057,23M000,23M200,ME,2020/1/1,120,QRQY00000531,113.5,2018/1/25 08:00,C6,0,0,0,0,0,0,91,,0,9,3000335.788,0.902611111,0.902611111,4816.8,100303.9929,0.743589744
10412057,23M000,23M200,ME,2020/2/1,152,QRQY00000531,173,2018/1/25 08:00,C6,0,0,0,0,0,0,91,,0,10,3001079.788,1.009824561,1.009824561,4816.8,100303.9929,0.708050987
10412057,23M000,23M200,ME,2020/3/1,184,1PD05R550001,162.5,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C3,0,3,2224,0.974637681,0.974637681,55053.70899,513.3333333,0.775775362
10412057,23M000,23M200,ME,2020/3/1,184,QRQY00000531,43,2018/1/25 08:00,C6,0,0,0,0,0,0,91,,0,11,3001775.788,0.974637681,0.974637681,4816.8,100303.9929,0.775775362
10412057,23M000,23M200,ME,2020/4/1,152,1PD05R550001,173.5,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C3,0,4,2968,0.932324561,0.932324561,55053.70899,513.3333333,0.650149522
10412057,23M000,23M200,ME,2020/5/1,160,1PD05R550001,172,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C3,0,5,3688,0.980333333,0.980333333,55053.70899,513.3333333,0.74224359
10501015,23M000,23M600,ME,2020/11/1,200,QRQY00013155,48.8,2020/11/15 08:00,C6,0,0,0,0,0,0,91,,0,1,3007655.788,0.59725,0.59725,262.8,100303.9929,0.532455
10501015,23M000,23M600,ME,2020/12/1,152,1PD041100001,21.5,2018/5/13 08:00,C0,76,110,56,49,63,775,92,C5,0,2,24232,0.864144737,0.864144737,38.8,832.5333333,0.475349325
10501015,23M000,23M600,ME,2020/12/1,152,1PD05W480001,5.3,2020/1/14 08:00,C2,0,0,140,94,52,1082,92,C5,0,3,7744,0.864144737,0.864144737,1621.5,282.9333333,0.475349325
10501015,23M000,23M600,ME,2020/12/1,152,1RDZ2712A001,1,2020/7/31 08:00,C6,0,0,0,0,0,0,91,,0,1,3008375.788,0.864144737,0.864144737,37,100303.9929,0.475349325
10501015,23M000,23M600,ME,2020/12/1,152,QRQY00001007,75,2020/3/22 08:00,C6,0,0,0,0,0,0,91,,0,2,3008375.788,0.864144737,0.864144737,957.019344,100498.3929,0.475349325
10501015,23N000,23N200,ME,2021/1/1,160,RRD00F480001,16.5,2020/6/3 08:00,C6,0,0,0,0,0,0,91,,0,4,3009119.788,0.387395833,0.387395833,1032.512129,100498.3929,0.220220588
10506051,230000,230210,RH,2018/1/1,192,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,6,2982815.788,0.2528125,0.2528125,421.5345709,100498.3929,0.168812189
10506051,230000,230210,RH,2018/2/1,112,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,7,2983559.788,0.236428571,0.236428571,421.5345709,100498.3929,0.180934421
10506051,230000,230210,RH,2018/3/1,160,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,8,2984231.788,0.3179375,0.3179375,421.5345709,100498.3929,0.203549312
10506051,230000,230210,RH,2018/4/1,168,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,9,2984975.788,0.211428571,0.211428571,421.5345709,100498.3929,0.201438053
10506051,230000,230210,RH,2018/10/1,192,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,15,2989367.788,0.120486111,0.120486111,421.5345709,100498.3929,0.160991549
10506051,230000,230210,RH,2018/11/1,160,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,16,2990111.788,0.142777778,0.142777778,421.5345709,100498.3929,0.156238208
10506051,230000,230210,RH,2018/12/1,184,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,17,2990831.788,0.125966184,0.125966184,421.5345709,100498.3929,0.146499801
10506051,230000,230210,RH,2019/1/1,160,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,18,2991575.788,0.108263889,0.108263889,421.5345709,100498.3929,0.168406863
10506051,230000,230210,RH,2019/2/1,104,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,19,2992319.788,0.114209402,0.114209402,421.5345709,100498.3929,0.157182692
10506051,230000,230330,RH,2019/8/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,25,2996663.788,0,0,421.5345709,100498.3929,0.117941845
10506051,230000,230330,RH,2019/9/1,184,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,26,2997407.788,0,0,421.5345709,100498.3929,0.143742849
10506051,230000,230330,RH,2019/10/1,144,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,27,2998127.788,0,0,421.5345709,100498.3929,0.12752193
10506051,230000,230330,RH,2019/11/1,160,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,28,2998871.788,0,0,421.5345709,100498.3929,0.127061782
10506051,230000,230330,RH,2019/12/1,192,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,29,2999591.788,0,0,421.5345709,100498.3929,0.107818627
10506051,23D000,23D200,RH,2020/5/1,160,RRD012010001,5.6,2020/1/6 23:02,C6,0,0,0,0,0,0,91,,0,1,3003239.788,0.871805556,0.871805556,9752.670494,100498.3929,0.491641304
10506051,23D000,23D200,RH,2020/6/1,184,1PD05K550001,50.7,2019/9/12 08:00,C0,55,239,81,45,63,2527,92,C2,0,12,7648,0.764371981,0.764371981,12658.85222,620.5333333,0.488365539
10506051,23D000,23D200,RH,2020/6/1,184,1PD05U270001,115,2020/1/20 08:00,C0,20,25,61,77,70,2243,92,C3,0,2,3688,0.764371981,0.764371981,14510.38144,488.5333333,0.488365539
10506051,23D000,23D200,RH,2020/7/1,160,1PD05K550001,1,2019/9/12 08:00,C0,55,239,81,45,63,2527,92,C2,0,13,8368,0.670902778,0.670902778,12658.85222,620.5333333,0.525131579
10506051,23D000,23D200,RH,2020/7/1,160,1PD05U270001,128.4,2020/1/20 08:00,C0,20,25,61,77,70,2243,92,C4,0,3,4408,0.670902778,0.670902778,14510.38144,488.5333333,0.525131579
10506051,23D000,23D200,RH,2020/8/1,200,1PD05K550001,3,2019/9/12 08:00,C0,55,239,81,45,63,2527,92,C3,0,14,9112,0.915888889,0.915888889,12658.85222,620.5333333,0.424070833
10506051,23D000,23D200,RH,2020/8/1,200,1PD05U270001,147,2020/1/20 08:00,C0,20,25,61,77,70,2243,92,C4,0,4,5152,0.915888889,0.915888889,14510.38144,488.5333333,0.424070833
10506051,23D000,23D200,RH,2020/12/1,152,QRQY00000531,90.8,2018/1/25 08:00,C6,0,0,0,0,0,0,91,,0,20,3008375.788,1.044407895,1.044407895,4816.8,100303.9929,0.414330664
10506051,23D000,23D200,RH,2020/12/1,152,RRD012010001,3.5,2020/1/6 23:02,C6,0,0,0,0,0,0,91,,0,8,3008375.788,1.044407895,1.044407895,9752.670494,100498.3929,0.414330664
10506051,23D000,23D200,RH,2021/1/1,160,1PD060010001,135.8,2021/3/5 08:00,C0,127,105,57,34,31,1861,90,C0,0,1,616,1.368125,1.368125,7636.629513,214.9333333,0.458823864
10506051,23D000,23D200,HW,2021/6/1,152,1PD060010001,155.9,2021/3/5 08:00,C0,127,105,57,34,31,1861,90,C1,0,5,4240,0.760197368,0.738011696,7636.629513,214.9333333,0.446090226
10507013,230000,230R20,RH,2017/8/1,160,1PD00T550001,13,2018/1/1 08:00,C5,0,0,0,0,0,729,91,,0,1,-3656,0.7525,0.7525,768.8,657.3333333,0.178107639
10507013,230000,230R20,RH,2017/8/1,160,1PD025550001,97.5,2016/4/30 08:00,C0,88,31,60,154,90,1826,92,C5,0,1,13120,0.7525,0.7525,31631.33306,1630.933333,0.178107639
10507013,230000,230R20,RH,2017/10/1,176,1PD025550001,76,2016/4/30 08:00,C0,88,31,60,154,90,1826,92,C5,0,3,14584,0.694545455,0.694545455,31631.33306,1630.933333,0.151953748
10507013,230000,230R20,RH,2017/10/1,176,91.16M55.001,15.5,2012/2/29 08:00,C0,29,31,61,153,45,2207,90,C5,0,3,49696,0.694545455,0.694545455,961.7,2484.533333,0.151953748
10507013,230000,230R20,RH,2017/10/1,176,91.18H55.001,21.5,2008/5/30 08:00,C0,95,154,151,106,59,2848,92,,0,3,84160,0.694545455,0.694545455,1957.1,3291.733333,0.151953748
10507013,230000,230R20,RH,2017/11/1,160,1PD00T550001,5,2018/1/1 08:00,C5,0,0,0,0,0,729,91,,0,4,-1448,0.7115,0.7115,768.8,657.3333333,0.161869877
10507013,230000,230R20,RH,2017/11/1,160,1PD025550001,94.5,2016/4/30 08:00,C0,88,31,60,154,90,1826,92,C5,0,4,15328,0.7115,0.7115,31631.33306,1630.933333,0.161869877
10507013,230000,230R20,RH,2017/11/1,160,91.10Y22.001,11,2008/10/3 08:00,C2,0,0,174,54,101,4873,90,C5,0,3,79600,0.7115,0.7115,121.9,3407.733333,0.161869877
10507013,230000,230R20,RH,2017/11/1,160,91.16M55.001,1.5,2012/2/29 08:00,C0,29,31,61,153,45,2207,90,C5,0,4,50440,0.7115,0.7115,961.7,2484.533333,0.161869877
10507013,230000,230R20,RH,2018/1/1,192,91.18H55.001,6,2008/5/30 08:00,C0,95,154,151,106,59,2848,92,,0,6,86368,0.658506944,0.658506944,1957.1,3291.733333,0.168812189
10507013,230000,230R20,RH,2018/2/1,112,1PD00T550001,6,2018/1/1 08:00,C5,0,0,0,0,0,729,91,C5,0,7,760,0.536607143,0.536607143,768.8,657.3333333,0.180934421
10507013,230000,230R20,RH,2018/2/1,112,1PD025550001,84.9,2016/4/30 08:00,C0,88,31,60,154,90,1826,92,C5,0,7,17536,0.536607143,0.536607143,31631.33306,1630.933333,0.180934421
10507013,230000,230R20,RH,2018/2/1,112,91.16M55.001,12,2012/2/29 08:00,C0,29,31,61,153,45,2207,90,C5,0,7,52648,0.536607143,0.536607143,961.7,2484.533333,0.180934421
10507013,230000,230R20,RH,2018/3/1,160,1PD025550001,107.5,2016/4/30 08:00,C0,88,31,60,154,90,1826,92,C5,0,8,18208,0.672395833,0.672395833,31631.33306,1630.933333,0.203549312
10507013,230000,230R20,RH,2018/3/1,160,91.18H55.001,33.5,2008/5/30 08:00,C0,95,154,151,106,59,2848,92,,0,8,87784,0.672395833,0.672395833,1957.1,3291.733333,0.203549312
10507013,230000,230R20,RH,2018/4/1,168,1PD00T550001,6,2018/1/1 08:00,C5,0,0,0,0,0,729,91,C5,0,9,2176,0.640972222,0.640972222,768.8,657.3333333,0.201438053
10507013,230000,230R20,RH,2018/6/1,152,1PD025550001,171,2016/4/30 08:00,C0,88,31,60,154,90,1826,92,C5,0,11,20416,0.698135965,0.698135965,31631.33306,1630.933333,0.192996411
10507013,230000,230R20,RH,2018/7/1,192,1PD00T550001,4,2018/1/1 08:00,C5,0,0,0,0,0,729,91,C5,0,12,4360,0.918854167,0.918854167,768.8,657.3333333,0.183506944
10507013,230000,230R20,RH,2018/7/1,192,1PD025550001,212.5,2016/4/30 08:00,C0,88,31,60,154,90,1826,92,C5,0,12,21136,0.918854167,0.918854167,31631.33306,1630.933333,0.183506944
10507013,230000,230R20,RH,2018/7/1,192,1PD027220001,39,2016/4/30 08:00,C0,21,61,92,61,45,1841,90,C5,0,12,19528,0.918854167,0.918854167,9071.4,1577.333333,0.183506944
10507013,230000,230R20,RH,2018/7/1,192,91.18H55.001,4.5,2008/5/30 08:00,C0,95,154,151,106,59,2848,92,,0,12,90712,0.918854167,0.918854167,1957.1,3291.733333,0.183506944
10507013,230000,230R20,RH,2018/8/1,160,1PD00T550001,7,2018/1/1 08:00,C5,0,0,0,0,0,729,91,C5,0,13,5104,0.8905,0.8905,768.8,657.3333333,0.169532658
10507013,230000,230R20,RH,2018/11/1,160,1PD027220001,1,2016/4/30 08:00,C0,21,61,92,61,45,1841,90,C5,0,16,22480,0.660729167,0.660729167,9071.4,1577.333333,0.156238208
10507013,230000,230R20,RH,2019/2/1,104,1PD025550001,108.5,2016/4/30 08:00,C0,88,31,60,154,90,1826,92,C5,0,19,26296,0.688942308,0.688942308,31631.33306,1630.933333,0.157182692
10507013,230000,230R20,RH,2019/2/1,104,1PD027220001,9,2016/4/30 08:00,C0,21,61,92,61,45,1841,90,C5,0,19,24688,0.688942308,0.688942308,9071.4,1577.333333,0.157182692
10507013,230000,230R20,RH,2019/2/1,104,91.18H55.001,1,2008/5/30 08:00,C0,95,154,151,106,59,2848,92,,0,19,95872,0.688942308,0.688942308,1957.1,3291.733333,0.157182692
10507013,230000,230R20,RH,2019/3/1,160,1PD025550001,139.5,2016/4/30 08:00,C0,88,31,60,154,90,1826,92,C5,0,20,26968,0.882875,0.882875,31631.33306,1630.933333,0.126711165
10507013,230000,230R20,RH,2019/3/1,160,1PD027220001,32.5,2016/4/30 08:00,C0,21,61,92,61,45,1841,90,C5,0,20,25360,0.882875,0.882875,9071.4,1577.333333,0.126711165
10507013,230000,230R20,RH,2019/3/1,160,91.18H55.001,8.5,2008/5/30 08:00,C0,95,154,151,106,59,2848,92,,0,20,96544,0.882875,0.882875,1957.1,3291.733333,0.126711165
10507013,230000,230R20,RH,2019/4/1,176,1PD00T550001,1,2018/1/1 08:00,C5,0,0,0,0,0,729,91,C5,0,21,10936,0.869545455,0.869545455,768.8,657.3333333,0.113689631
10507013,230000,230R20,RH,2019/5/1,160,1PD027220001,20.5,2016/4/30 08:00,C0,21,61,92,61,45,1841,90,C5,0,22,26824,0.861458333,0.861458333,9071.4,1577.333333,0.110721649
10507013,230000,230R20,RH,2019/5/1,160,1PD039550001,74.5,2018/1/12 08:00,C0,32,17,112,119,105,1855,91,C5,0,16,12160,0.861458333,0.861458333,45621.2067,1088.533333,0.110721649
10507013,230000,230R20,RH,2019/6/1,152,1PD025550001,58.5,2016/4/30 08:00,C0,88,31,60,154,90,1826,92,C5,0,23,29176,0.845065789,0.845065789,31631.33306,1630.933333,0.117600532
10507013,230000,230R20,RH,2019/6/1,152,1PD039550001,126,2018/1/12 08:00,C0,32,17,112,119,105,1855,91,C5,0,17,12904,0.845065789,0.845065789,45621.2067,1088.533333,0.117600532
10507013,230000,230R20,RH,2019/7/1,200,1PD025550001,75.5,2016/4/30 08:00,C0,88,31,60,154,90,1826,92,C5,0,24,29896,0.9746,0.9746,31631.33306,1630.933333,0.0795
10507013,230000,230R20,RH,2019/7/1,200,1PD027220001,23,2016/4/30 08:00,C0,21,61,92,61,45,1841,90,C5,0,24,28288,0.9746,0.9746,9071.4,1577.333333,0.0795
10507013,230000,230R20,RH,2019/7/1,200,1PD039550001,128,2018/1/12 08:00,C0,32,17,112,119,105,1855,91,C5,0,18,13624,0.9746,0.9746,45621.2067,1088.533333,0.0795
10507013,230000,230R20,RH,2019/10/1,144,1PD039550001,55.5,2018/1/12 08:00,C0,32,17,112,119,105,1855,91,C5,0,21,15832,1.035277778,1.035277778,45621.2067,1088.533333,0.12752193
10507013,230000,230R20,RH,2019/11/1,160,1PD010270001,5,2015/2/28 08:00,C0,59,23,53,108,91,1827,91,C5,0,28,42400,1.056979167,1.056979167,1486.8,1681.333333,0.127061782
10507013,230000,230R20,RH,2019/11/1,160,1PD025550001,94,2016/4/30 08:00,C0,88,31,60,154,90,1826,92,C5,0,28,32848,1.056979167,1.056979167,31631.33306,1630.933333,0.127061782
10507013,230000,230R20,RH,2019/11/1,160,1PD027220001,26.5,2016/4/30 08:00,C0,21,61,92,61,45,1841,90,C5,0,28,31240,1.056979167,1.056979167,9071.4,1577.333333,0.127061782
10507013,230000,230R20,RH,2019/11/1,160,1PD039550001,69.5,2018/1/12 08:00,C0,32,17,112,119,105,1855,91,C5,0,22,16576,1.056979167,1.056979167,45621.2067,1088.533333,0.127061782
10507013,230000,230R20,RH,2019/12/1,192,1PD025550001,71,2016/4/30 08:00,C0,88,31,60,154,90,1826,92,C5,0,29,33568,1.016493056,1.016493056,31631.33306,1630.933333,0.107818627
10507013,230000,230R20,RH,2019/12/1,192,1PD027220001,46,2016/4/30 08:00,C0,21,61,92,61,45,1841,90,C5,0,29,31960,1.016493056,1.016493056,9071.4,1577.333333,0.107818627
10507013,230000,230R20,RH,2020/2/1,152,1PD039550001,27,2018/1/12 08:00,C0,32,17,112,119,105,1855,91,C5,0,25,18784,0.918092105,0.918092105,45621.2067,1088.533333,0.095167004
10507013,230000,230R20,RH,2020/3/1,184,1PD01R550001,5,2015/10/14 08:00,C0,44,128,126,94,57,1946,92,C5,0,32,39472,0.997826087,0.997826087,9986.133059,1754.933333,0.095592524
